name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
Tata Advanced Systems,3.7,2.7k,Defence & Aerospace,Bengaluru,13.4k,197,14,149
KFintech,3.3,2.7k,Financial Services,Hyderabad,11.3k,181,27,57
Ajanta Pharma,3.9,2.7k,Pharma,Mumbai,9.3k,173,23,229
G4S,4.0,2.7k,Law Enforcement & Security,Gurugram,5.3k,138,916,241
Movate,3.1,2.7k,IT Services & Consulting,Chennai,15.5k,299,140,13
Sonalika Tractors,3.5,2.7k,Automobile,Hoshiarpur,9.3k,179,1,183
Voltas,4.0,2.7k,Consumer Electronics & Appliances,Mumbai,8.7k,180,24,259
Capita,3.5,2.7k,BPO,Pune,12.4k,169,39,322
Whitehat jr,3.3,2.7k,EdTech,Mumbai,8.8k,266,--,926
DBS Bank,3.7,2.7k,Banking,Hyderabad,13.5k,209,454,195
Adani Power,3.8,2.7k,Power,Mundra,10.1k,339,--,180
ACT Fibernet,3.8,2.7k,Telecom,Hyderabad,8k,169,217,262
NoBroker,3.0,2.7k,Internet,Bengaluru,11.2k,292,433,363
BlackBuck,3.7,2.7k,Internet,Bengaluru,6.5k,223,11,243
IntouchCX,2.7,2.7k,BPO,Hyderabad,10.7k,245,117,165
Himalaya Wellness,3.9,2.7k,Pharma,Bengaluru,6.2k,157,163,262
Foundever,3.3,2.7k,BPO,Hyderabad,9.4k,196,86,214
Laurus Labs,4.3,2.7k,Pharma,Visakhapatnam,7.5k,164,7,226
Fortis Healthcare,4.1,2.7k,Healthcare,New Delhi,7.8k,197,1.4k,148
Domino's Pizza,3.9,2.7k,Hospitality,New Delhi,4.4k,146,--,396
GAO Tek,4.4,2.6k,Electrical Equipment,New York,269,760,--,130
BT Group,3.8,2.6k,Telecom,Gurugram,12.2k,235,6,285
V-Mart,4.0,2.6k,Retail,Gurugram,4.7k,202,18,220
JCB,3.9,2.6k,Industrial Machinery,Pune,10k,177,--,247
Sahrudaya Healthcare (Medicover Hospitals),4.3,2.6k,Healthcare,Hyderabad,3.7k,147,54,1
Alldigi Tech,3.8,2.6k,BPO,Chennai,7.6k,239,5,116
Northern Trust Operating Services,3.6,2.6k,Financial Services,Bengaluru,18k,248,139,229
Adani Group,3.8,2.6k,Power,Ahmedabad,12.3k,323,680,124
CorroHealth Infotech,3.5,2.6k,Analytics & KPO,Hyderabad,8.2k,289,12,20
Sterlite Technologies,3.8,2.6k,Hardware & Networking,Chhatrapati Sambhajinagar,10k,192,124,211
ICICI Securities,3.9,2.6k,Financial Services,Mumbai,9.9k,202,49,196
Tractors and Farm Equipment,3.9,2.6k,Industrial Machinery,Chennai,8.5k,140,39,284
Bajaj Electricals,3.9,2.5k,Consumer Electronics & Appliances,Mumbai,7.4k,161,21,289
Parle Agro,3.9,2.5k,Beverage,Mumbai,7.2k,156,1,221
Sammaan Capital Limited,3.7,2.5k,NBFC,Gurugram,5.7k,115,39,118
TaskUs,2.9,2.5k,BPO,Indore,10.5k,236,184,135
Emcure Pharmaceuticals,3.6,2.5k,Pharma,Pune,8.9k,135,69,249
Biocon Limited,4.0,2.5k,Biotechnology,Bengaluru,11.5k,191,15,14
Hero FinCorp,3.9,2.5k,NBFC,New Delhi,6k,125,79,130
Planet Spark,3.8,2.5k,EdTech,Gurugram,3.8k,606,65,203
Mahindra Holidays & Resorts,3.5,2.5k,Hospitality,Mumbai,6.1k,136,76,197
Cadila Pharmaceuticals,3.1,2.5k,Pharma,Ahmedabad,8.3k,170,114,183
Intellect Design Arena,3.5,2.5k,Software Product,Chennai,14.2k,184,15,118
Datamatics Global Services,3.4,2.5k,IT Services & Consulting,Mumbai,11.7k,184,110,178
Syngene International,3.7,2.5k,Clinical Research,Bengaluru,12.8k,192,1,221
Mahindra Rural Housing Finance,4.0,2.5k,NBFC,Mumbai,4.8k,110,6,177
Newgen Software Technologies,4.1,2.5k,IT Services & Consulting,Noida,11.8k,210,31,151
McDonald's,3.8,2.5k,Hospitality,New Delhi,5.1k,163,1,404
Team Computers,3.8,2.5k,IT Services & Consulting,New Delhi,8.9k,226,197,158
Bureau Veritas,3.8,2.5k,Other,Mumbai,8.6k,149,55,189
Patanjali Ayurved,3.9,2.5k,FMCG,Haridwar,5.9k,142,--,240
RMSI,3.5,2.5k,IT Services & Consulting,Hyderabad,9.2k,202,10,194
Paras Hospital,4.1,2.5k,Healthcare,Patna,3.3k,108,83,125
Aditya Birla Group,4.1,2.5k,Metals & Mining,Mumbai,10.2k,249,2,252
3i Infotech,3.4,2.5k,IT Services & Consulting,Mumbai,10.7k,172,93,153
Cholamandalam MS General Insurance,3.7,2.4k,Insurance,Chennai,5.9k,119,--,169
Info Edge,3.8,2.4k,Internet,Noida,11.6k,388,432,309
Taj Hotels Resorts and Palaces,4.2,2.4k,Hospitality,Mumbai,5k,165,--,182
Delhi Public School,3.7,2.4k,Education & Training,New Delhi,5.3k,166,112,265
Aavas Financiers,3.9,2.4k,NBFC,Jaipur,5.7k,129,62,134
Statestreet HCL Services,3.4,2.4k,BPO,Chennai,12.3k,221,--,202
Lodha,4.2,2.4k,Real Estate,Mumbai,9.2k,186,182,184
Capgemini Engineering,3.3,2.4k,IT Services & Consulting,Bengaluru,13.1k,409,--,142
TCE,3.9,2.4k,Engineering & Construction,Mumbai,10.3k,305,26,182
Apollo Pharmacy,3.7,2.4k,Pharma,Hyderabad,7.4k,211,1.1k,138
Axis Direct,3.6,2.4k,Financial Services,Mumbai,4.6k,90,44,208
Kia India,3.9,2.4k,Automobile,Anantapur,8.4k,185,94,173
Cybage,3.7,2.4k,IT Services & Consulting,Pune,17.3k,216,25,275
Straive,3.3,2.4k,IT Services & Consulting,Chennai,10.8k,237,77,125
Sopra Steria,3.9,2.4k,IT Services & Consulting,Noida,14.4k,188,138,245
GVK Emergency Management and Research Institute,3.6,2.4k,Non-Profit,Lucknow,4.7k,122,65,181
SBI Securities,3.6,2.4k,Financial Services,Mumbai,7k,197,107,107
Xoriant,4.0,2.4k,IT Services & Consulting,Pune,11.7k,237,50,407
Star Union Dai-ichi Life Insurance,3.8,2.4k,Insurance,Mumbai,5.5k,148,17,104
KocharTech,3.6,2.4k,IT Services & Consulting,Kolkata,3.8k,83,16,559
Akums Drugs & Pharmaceuticals Limited,4.2,2.4k,Pharma,Haridwar,6.3k,338,28,152
Sobha,3.8,2.4k,Real Estate,Bengaluru,8.6k,169,61,235
Endurance Technologies Limited,3.9,2.4k,Auto Components,Chhatrapati Sambhajinagar,8.1k,148,33,248
Daikin Airconditioning India Pvt. Ltd.,4.2,2.3k,Consumer Electronics & Appliances,Neemrana,8.1k,222,14,161
BNP Paribas,3.7,2.3k,Banking,Mumbai,19.5k,225,35,188
Bharat Petroleum,4.2,2.3k,Oil & Gas,Mumbai,7.5k,192,--,192
JK Tyre,3.9,2.3k,Auto Components,Chennai,7.1k,223,7,263
Eureka Forbes,3.6,2.3k,Consumer Electronics & Appliances,Mumbai,5.7k,95,8,228
Panasonic Life Solutions India,3.9,2.3k,Consumer Electronics & Appliances,Mumbai,7.3k,100,18,120
Lifestyle,4.2,2.3k,Retail,Bengaluru,6.7k,91,27,270
Myntra,3.8,2.3k,Internet,Bengaluru,10.9k,390,9,309
AWL Agri Business,4.1,2.3k,FMCG,Ahmedabad,7.1k,146,15,190
Radisson Hotels,4.0,2.3k,Hospitality,New Delhi,5.3k,110,169,316
SBI General Insurance,3.5,2.3k,Insurance,Mumbai,6.8k,137,39,134
Bharti AXA Life Insurance,3.6,2.3k,Insurance,Mumbai,5.2k,156,858,169
Unacademy,3.0,2.3k,EdTech,Bengaluru,10.4k,243,11,158
Renault Nissan Technology & Business Centre India,3.6,2.3k,Automobile,Chennai,15.4k,159,25,211
Cisco,4.1,2.3k,Hardware & Networking,Bengaluru,19.5k,428,303,229
Meesho,3.7,2.3k,Internet,Bengaluru,10.2k,458,45,301
Coromandel International,4.1,2.3k,Agro Chemicals,Visakhapatnam,7.9k,131,42,225
ValueLabs,3.4,2.3k,IT Services & Consulting,Hyderabad,16.6k,221,83,270
Sify Technologies,3.6,2.3k,IT Services & Consulting,Chennai,10.2k,151,60,159
Henry Harvin Education,4.0,2.2k,EdTech,Noida,993,138,24,76
Indian Railways,4.2,2.2k,Railways,Kolkata,3.6k,116,--,162
Lava International,3.9,2.2k,Consumer Electronics & Appliances,Noida,4.4k,95,9,296
Whirlpool,4.0,2.2k,Consumer Electronics & Appliances,Pune,7.9k,122,15,199
Shahi Exports,3.9,2.2k,Fashion & Textile,Bengaluru,6.9k,129,59,226
Allstate,3.7,2.2k,Insurance,Pune,12.1k,158,18,190
Bank of Baroda,3.6,2.2k,Banking,Mumbai,7.1k,128,--,150
Manipal Hospitals,4.0,2.2k,Healthcare,Bengaluru,7.5k,146,245,151
Mercedes-Benz Research and Development India,3.5,2.2k,IT Services & Consulting,Bengaluru,18.6k,212,--,199
GlaxoSmithKline Pharmaceuticals,4.1,2.2k,Pharma,Bengaluru,6k,133,21,116
Generali Central Life Insurance,3.4,2.2k,Insurance,Mumbai,6.9k,123,21,165
Infinite Computer Solutions,3.2,2.2k,IT Services & Consulting,Bengaluru,16.2k,185,154,113
Poonawalla Fincorp,3.5,2.2k,NBFC,Pune,6.3k,91,8,133
FirstCry,3.5,2.2k,Retail,Pune,9.3k,220,6,80
Jio Platforms,3.4,2.2k,IT Services & Consulting,Mumbai,15.3k,274,--,69
Spark Minda,3.8,2.2k,Auto Components,Pune,7.6k,165,15,49
Saint-Gobain,3.8,2.2k,Building Material,Mumbai,12.3k,222,162,260
Nuvoco Vistas,4.1,2.2k,Building Material,Kolkata,7.4k,139,57,148
Life Insurance Corporation of India,4.4,2.2k,Insurance,Mumbai,4.7k,108,2,232
CAMS,3.5,2.2k,Financial Services,Chennai,9.2k,154,8,56
Brakes India,3.9,2.2k,Auto Components,Chennai,7.4k,110,47,218
Cargill,3.9,2.2k,Food Processing,Bengaluru,8.8k,115,119,157
NTT DATA Business Solutions,4.1,2.2k,IT Services & Consulting,Bengaluru,13.5k,287,27,37
BHEL,4.2,2.2k,Electrical Equipment,Bengaluru,5.3k,142,53,231
upGrad,3.3,2.2k,EdTech,Bengaluru,9.6k,220,27,135
Kotak Securities,3.4,2.2k,Financial Services,Mumbai,9.7k,151,29,153
Nokia Networks,4.1,2.2k,Hardware & Networking,Chennai,10.3k,130,7,13
Power Mech Projects,3.8,2.2k,Engineering & Construction,Hyderabad,7k,127,2,165
Microsoft Corporation,3.8,2.2k,Software Product,Bengaluru,32.9k,641,--,199
Force Motors,3.7,2.2k,Automobile,Pune,8.3k,150,22,157
CitiusTech,3.1,2.2k,IT Services & Consulting,Mumbai,15k,327,10,173
Provana,4.1,2.1k,BPO,Noida,4.7k,280,10,328
"Maruti Suzuki India Limited, Hansalpur",4.2,2.1k,Automobile,Ahmedabad,6.9k,241,365,175
Pfizer,3.9,2.1k,Pharma,Visakhapatnam,6k,92,93,283
EPAM Systems,3.6,2.1k,IT Services & Consulting,Hyderabad,25.7k,673,247,145
SGS,3.7,2.1k,Engineering & Construction,Mumbai,6.8k,134,142,188
IndusInd General Insurance,3.6,2.1k,Insurance,Mumbai,7.2k,106,14,133
Biological E,4.3,2.1k,Pharma,Hyderabad,7.3k,150,37,229
Morgan Stanley,3.5,2.1k,Financial Services,Mumbai,28.6k,345,58,164
ITC Hotels,4.0,2.1k,Hospitality,Bengaluru,5.5k,109,--,202
Reliance Trends,4.1,2.1k,Retail,Bengaluru,4.1k,127,--,205
Huawei Technologies,4.1,2.1k,Telecom,Bengaluru,7.6k,120,34,280
K12 Techno Services,3.7,2.1k,EdTech,Bengaluru,5.5k,448,348,73
Simplex Infrastructures,3.4,2.1k,Engineering & Construction,Kolkata,4.2k,86,1,280
Raymond Lifestyle Limited,4.2,2.1k,Fashion & Textile,Mumbai,6.3k,126,26,233
Delphi TVS,3.8,2.1k,Auto Components,Chennai,5.6k,103,3,201
Aditya Birla Health Insurance Co,3.7,2.1k,Insurance,Mumbai,7.3k,135,4,101
Narayana Health,4.0,2.1k,Healthcare,Bengaluru,6.3k,101,114,149
YASH Technologies,3.6,2.1k,IT Services & Consulting,Hyderabad,16.3k,180,580,184
Shadowfax Technologies,3.5,2.1k,Logistics,Bengaluru,8k,176,35,85
Ola Cabs,3.2,2.1k,Internet,Bengaluru,8.8k,156,2,212
Trent,3.8,2.1k,Retail,Mumbai,5.4k,114,36,133
Extramarks Education,3.2,2.1k,EdTech,Noida,7.2k,178,5,146
Haier Appliances India,3.9,2k,Consumer Electronics & Appliances,Pune,7.3k,173,28,173
IDBI Bank,3.3,2k,Banking,Mumbai,6.4k,89,--,129
Novartis,4.2,2k,Pharma,Hyderabad,10.6k,172,1,232
Senco Gold,4.4,2k,Jewellery,Kolkata,1.6k,634,1,29
Motherson Automotive Technologies and Engineering,3.7,2k,Auto Components,Chennai,7.8k,166,--,158
Honeywell Automation,3.8,2k,Industrial Automation,Pune,12.8k,140,--,164
R.R. Donnelley,3.6,2k,Marketing & Advertising,Chennai,10.3k,130,13,212
AECOM,4.2,2k,Engineering & Construction,Gurugram,7.3k,158,429,250
Schindler,3.9,2k,Industrial Machinery,Pune,6.4k,126,54,193
TELUS Digital,3.5,2k,IT Services & Consulting,Noida,10.9k,151,43,54
Microland,3.5,2k,IT Services & Consulting,Bengaluru,10.8k,156,660,176
Aye Finance,4.1,2k,NBFC,Gurugram,3.7k,107,82,119
HSBC Electronic Data Processing,4.0,2k,IT Services & Consulting,Bengaluru,8.3k,94,--,6
Globiva,3.0,2k,BPO,Gurugram,5.5k,143,210,86
L&T Energy Hydrocarbon,3.8,2k,Engineering & Construction,Vadodara,8.4k,121,--,202
SAP,4.1,2k,Software Product,Bengaluru,18.4k,325,--,282
V-Guard,4.3,2k,Consumer Electronics & Appliances,Kochi,4.7k,125,44,278
Paisabazaar.com,3.4,2k,Internet,Gurugram,7.1k,176,57,104
CMS Infosystems,3.5,2k,Software Product,Mumbai,5k,83,5,102
Torrent Power,3.8,2k,Power,Ahmedabad,8.1k,182,69,174
Godrej Properties,3.6,2k,Real Estate,Mumbai,9.8k,136,--,129
Uflex,3.8,2k,Packaging,Noida,6.9k,133,66,129
Ninjacart,3.8,2k,Internet,Bengaluru,4.9k,105,21,126
Crisil,3.5,2k,Analytics & KPO,Mumbai,13.9k,216,665,227
Aadhar Housing Finance,4.0,2k,NBFC,Mumbai,5k,123,22,109
Spinny,3.6,2k,Internet,Gurugram,8.1k,219,56,107
Dr Lal PathLabs,4.2,2k,Healthcare,New Delhi,4.6k,198,102,194
Adecco Group,3.8,2k,Recruitment,Bengaluru,7.6k,124,3,138
Gabriel India Limited,4.0,2k,Auto Components,Pune,5.8k,136,3,255
Orchids International School,4.0,2k,Education & Training,Bengaluru,4k,462,19,123
CNH (Case New Holland),3.7,2k,Industrial Machinery,Gurugram,6.3k,143,13,166
NCR Voyix,3.4,2k,IT Services & Consulting,Hyderabad,9.5k,145,40,174
CSB Bank,3.2,2k,Banking,Mumbai,7.4k,113,1.4k,53
Hinduja Leyland Finance,4.3,2k,NBFC,Chennai,3k,519,3,313
Parle Products,3.9,2k,FMCG,Mumbai,3.6k,131,19,202
HTC Global Services,3.3,2k,IT Services & Consulting,Chennai,13.7k,170,5,112
DHL Supply Chain,4.1,2k,Logistics,Mumbai,6.4k,132,132,136
State Street Syntel,3.7,2k,Financial Services,Pune,6.1k,81,8,283
Philips,3.8,2k,Medical Equipment,Bengaluru,11.4k,185,117,178
Tata Power,3.9,2k,Power,Mumbai,7.8k,223,33,138
G R Infraprojects,4.1,2k,Engineering & Construction,Gurugram,5.4k,169,40,159
Trident Group,3.3,2k,Hospitality,Barnala,5.6k,145,18,131
Angel One,3.5,2k,FinTech,Mumbai,7.9k,173,58,158
Rungta Mines,3.9,2k,Metals & Mining,Chaibasa,6.3k,216,1,71
NTPC,4.2,2k,Power,New Delhi,4.4k,195,--,192
Tekwissen,4.9,2k,IT Services & Consulting,Visakhapatnam,617,341,251,70
ICICI Home Finance,3.8,2k,Financial Services,Mumbai,5.9k,106,7,97
Iris Software,3.7,2k,IT Services & Consulting,Noida,8.3k,219,420,267
Verizon,3.5,2k,Telecom,Hyderabad,12.3k,136,--,211
NeoSOFT,3.2,1.9k,IT Services & Consulting,Mumbai,11.1k,308,49,105
Thomson Reuters,3.7,1.9k,Software Product,Bengaluru,11k,143,106,232
Infinx,3.7,1.9k,Software Product,Hyderabad,5.6k,213,65,75
Safexpress,3.9,1.9k,Logistics,New Delhi,5.8k,132,2,154
Lucas-TVS,3.9,1.9k,Auto Components,Chennai,6.2k,100,14,213
PI Industries,3.8,1.9k,Agro Chemicals,Vadodara,7.1k,142,15,172
Google,4.4,1.9k,Software Product,Bengaluru,37.6k,1.1k,422,141
Jindal Saw,4.1,1.9k,Iron & Steel,Mundra,7k,152,48,187
Polycab Wires,4.0,1.9k,Electrical Equipment,Vadodara,7.4k,137,118,96
Capri Global Capital,3.6,1.9k,NBFC,New Delhi,4.5k,78,36,50
Medi Assist India,3.4,1.9k,Insurance,Bengaluru,7.5k,142,33,149
Hindustan Aeronautics,4.3,1.9k,Defence & Aerospace,Bengaluru,4.6k,93,2,179
Fusion CX,3.2,1.9k,BPO,Kolkata,4.6k,148,66,97
Infra.Market,3.8,1.9k,Building Material,Mumbai,4k,284,--,23
Tata Tele Business Services,3.4,1.9k,Telecom,Mumbai,4.5k,58,55,270
TVS Sundram Fasteners,3.6,1.9k,Auto Components,Chennai,6.7k,95,17,209
Aragen Life Sciences,3.9,1.9k,Clinical Research,Hyderabad,6.7k,129,2,290
Digit Insurance,3.6,1.9k,Insurance,Bengaluru,6.4k,241,32,115
AXA Global Business Services,3.7,1.9k,IT Services & Consulting,Pune,7.2k,109,39,175
KENT RO Systems,3.7,1.9k,Consumer Electronics & Appliances,Noida,4.5k,107,19,106
First American (India),3.5,1.9k,Insurance,Bengaluru,9.6k,101,82,175
Haldiram Foods International Limited,3.8,1.9k,FMCG,Nagpur,6.3k,169,--,108
Honda Cars,4.3,1.9k,Automobile,Bhiwadi,6.3k,118,--,188
AkzoNobel,4.1,1.9k,Chemicals,Pune,4.6k,145,22,138
Adani Green Energy,3.9,1.9k,Power,Ahmedabad,6.3k,168,1,90
Hindustan Petroleum,4.2,1.8k,Oil & Gas,Mumbai,6.2k,119,1,136
Labmentix,4.5,1.8k,,Bengaluru,44,612,--,65
DIVI'S Laboratories,3.6,1.8k,Pharma,Visakhapatnam,6.9k,106,--,172
Innovsource Services,3.9,1.8k,Recruitment,Mumbai,4.6k,80,--,118
MetLife,4.0,1.8k,Insurance,Noida,9.7k,103,80,242
Air India,3.4,1.8k,Aviation,New Delhi,8.4k,231,42,169
Isgec Heavy Engineering,3.8,1.8k,Engineering & Construction,Noida,7.1k,149,68,135
Sterling & Wilson,4.1,1.8k,Engineering & Construction,Mumbai,6.6k,91,22,198
Pine Labs,3.2,1.8k,FinTech,Noida,7.9k,144,7,112
Cafe Coffee Day,3.7,1.8k,Hospitality,Bengaluru,3.7k,86,6,167
USV,4.0,1.8k,Pharma,Mumbai,5.8k,91,43,178
Reckitt Benckiser,3.9,1.8k,FMCG,Gurugram,6.4k,107,102,173
USHA International,4.0,1.8k,Consumer Electronics & Appliances,Gurugram,4.9k,121,17,168
SS&C TECHNOLOGIES,3.2,1.8k,IT Services & Consulting,Mumbai,13.6k,205,191,199
HDFC Securities,3.4,1.8k,Financial Services,Mumbai,6.3k,130,73,144
Annapurna Finance,3.8,1.8k,NBFC,Bhubaneswar,3.9k,89,1,129
LivSpace,3.3,1.8k,Architecture & Interior Design,Bengaluru,8.3k,173,155,92
XBP Global,3.1,1.8k,Internet,Chennai,7.6k,105,62,83
Granules India Limited,3.8,1.8k,Pharma,Hyderabad,6.6k,87,9,169
Kalyan Jewellers,4.4,1.8k,Jewellery,Thrissur,1.6k,90,66,65
Hitachi Astemo,4.0,1.8k,Auto Components,Neemrana,6.7k,146,--,124
Bata,3.5,1.8k,Fashion & Textile,Gurugram,4.2k,91,4,124
Security and Intelligence Services (India),4.1,1.8k,Law Enforcement & Security,New Delhi,4.6k,86,36,129
NielsenIQ,3.4,1.8k,Analytics & KPO,Chennai,11.5k,244,19,71
Tata Communications Transformation Services,3.8,1.8k,Telecom,Pune,8.4k,101,--,166
BT Business,3.9,1.8k,Telecom,Gurugram,9.2k,90,--,270
TTEC India,3.6,1.8k,BPO,Ahmedabad,5.6k,198,8,154
Stellar Migration,1.3,1.8k,Other,Dubai,2,2,--,8
BVG India,4.2,1.8k,Facility Management Services,Pune,4.1k,178,105,102
Mother Dairy Fruit & Vegetable,4.0,1.8k,Hospitality,New Delhi,5.2k,105,4,156
Cushman & Wakefield,4.1,1.8k,Real Estate,Gurugram,6.8k,129,113,139
IIFL SAMASTA,3.7,1.8k,NBFC,Bengaluru,3.3k,89,3,24
Orange Business,4.1,1.8k,IT Services & Consulting,Gurugram,9.2k,121,11,246
Medanta the Medicity,4.0,1.8k,Healthcare,Gurugram,5.3k,142,72,159
Vedantu,3.2,1.7k,EdTech,Bengaluru,7.8k,202,26,152
HighRadius,2.4,1.7k,Software Product,Hyderabad,9.5k,217,98,89
FactSet,3.7,1.7k,Analytics & KPO,Hyderabad,11k,240,27,191
Tata 1mg,3.6,1.7k,Internet,Gurugram,7.5k,234,244,115
Caterpillar Inc,4.1,1.7k,Industrial Machinery,Chennai,11.8k,213,327,146
Cavinkare,3.9,1.7k,FMCG,Chennai,5k,73,19,144
Metro Cash & Carry,3.9,1.7k,Retail,Bengaluru,4.9k,77,4,161
Future Retail,4.4,1.7k,Retail,Mumbai,3.6k,61,--,230
Sysnet Global Technologies,3.6,1.7k,IT Services & Consulting,New Delhi,4.4k,144,10,80
Dhani Loans and Services,3.9,1.7k,NBFC,Gurugram,4.2k,72,36,41
Patanjali Foods,3.7,1.7k,FMCG,Haridwar,4.7k,114,22,128
Clover Infotech,3.3,1.7k,IT Services & Consulting,Mumbai,12.2k,146,194,103
Indian Navy,4.6,1.7k,Defence & Aerospace,Mumbai,3.5k,40,--,237
Shriram Life Insurance,3.5,1.7k,Insurance,Hyderabad,5k,119,124,90
Frankfinn Institute of Air Hostess Training,3.9,1.7k,Education & Training,Gurugram,3.1k,130,12,171
L.G.Balakrishnan & Bros,3.5,1.7k,Auto Components,Coimbatore,5.9k,86,--,119
Compass Group Support Services,4.0,1.7k,Hospitality,Bengaluru,5.7k,92,35,142
Health Care Global Enterprises,4.4,1.7k,Healthcare,Bengaluru,2.9k,178,112,30
ReNew,4.2,1.7k,Power,Gurugram,6.7k,148,76,106
KONE,4.1,1.7k,Industrial Machinery,Chennai,5.8k,146,37,198
NEC,4.0,1.7k,IT Services & Consulting,Noida,5.5k,81,5,81
Yamaha Motor,4.0,1.7k,Automobile,Chennai,5.4k,97,--,168
CG Power and Industrial Solutions,3.8,1.7k,Electrical Equipment,Bhopal,6.9k,113,--,219
Rane (Madras),3.8,1.7k,Auto Components,Chennai,4.8k,99,30,164
Vardhman Fabrics,4.0,1.7k,Fashion & Textile,Baddi,5.3k,91,14,143
Suryoday Small Finance Bank,3.9,1.7k,Banking,Mumbai,4.7k,101,13,94
MagicBricks,3.9,1.7k,Internet,Noida,4.7k,350,12,72
DHL Express,4.1,1.7k,Logistics,Mumbai,6.2k,80,--,174
Toyota Kirloskar Motor,4.3,1.7k,Automobile,Bengaluru,4.9k,89,12,169
Matrimony.com,3.9,1.7k,Internet,Chennai,4.4k,121,41,82
BA Continuum,3.9,1.7k,IT Services & Consulting,Hyderabad,10k,114,--,291
JSW Bhushan Power & Steel,4.0,1.7k,Iron & Steel,Jharsuguda,4.8k,86,--,178
Goldman Sachs,3.3,1.7k,Financial Services,Bengaluru,21.6k,424,175,106
Urban Company,3.3,1.7k,Internet,Gurugram,7.5k,180,53,105
Belrise Industries,3.7,1.7k,Auto Components,Pune,6.2k,108,9,94
Veritas Finance,4.2,1.7k,NBFC,Chennai,2.3k,92,--,39
Coronis Ajuba Solutions,3.9,1.7k,BPO,Chennai,5.8k,95,37,144
Krishna Maruti,3.8,1.7k,Auto Components,Gurugram,5.3k,143,10,129
Procter & Gamble,4.0,1.7k,FMCG,Mumbai,6k,138,31,161
CMA CGM,4.0,1.7k,Ports & Shipping,Chennai,8k,106,37,210
mPokket,4.5,1.7k,NBFC,Kolkata,1.7k,423,1,50
Arvind Group,4.0,1.7k,Fashion & Textile,Ahmedabad,5.4k,89,16,294
Dixon Technologies,3.9,1.7k,Electronics Manufacturing,Noida,5.9k,157,30,122
Johnson & Johnson,3.9,1.7k,Healthcare,Mumbai,6k,118,88,181
Godrej Industries Group,3.9,1.6k,Real Estate,Mumbai,3.2k,158,1,162
Marico,3.8,1.6k,FMCG,Mumbai,5.9k,112,39,163
Wipro Enterprises Ltd,3.8,1.6k,FMCG,Bengaluru,8.5k,215,5,443
Satin Creditcare Network,4.0,1.6k,NBFC,Gurugram,3.1k,69,10,129
Sanofi,4.0,1.6k,Pharma,Hyderabad,6.2k,109,85,171
Welspun Living Limited,3.9,1.6k,Fashion & Textile,Anjar,5.2k,93,1,150
Teva Pharmaceuticals,3.9,1.6k,Pharma,Bengaluru,5.9k,122,3,191
Chegg,4.1,1.6k,EdTech,New Delhi,4k,167,14,86
iOPEX Technologies,3.1,1.6k,IT Services & Consulting,Chennai,6.3k,95,26,515
IndiaFirst Life Insurance,3.8,1.6k,Insurance,Mumbai,4k,87,25,105
HERE Technologies,3.7,1.6k,IT Services & Consulting,Mumbai,7.7k,114,16,285
Hero Motors Company,3.9,1.6k,Automobile,Ghaziabad,6.3k,101,4,117
Supreme Industries,4.0,1.6k,Petrochemicals,Gwalior,5.9k,102,--,118
Tata Play,4.0,1.6k,Broadcasting,Mumbai,4.6k,90,1,174
Asahi India Glass,3.8,1.6k,Auto Components,Chennai,5.5k,119,4,136
Troikaa Pharmaceuticals,4.3,1.6k,Pharma,Ahmedabad,3.9k,165,15,188
Cemindia Projects,4.2,1.6k,Engineering & Construction,Kolkata,3.5k,100,2,144
Broadridge Financial Solutions,3.8,1.6k,FinTech,Hyderabad,11.3k,165,73,140
Emami,3.8,1.6k,FMCG,Kolkata,5.4k,109,15,138
Relaxo Footwear,4.0,1.6k,Fashion & Textile,New Delhi,4.7k,118,38,151
ZF Commercial Vehicle Control Systems,3.8,1.6k,Auto Components,Chennai,3.8k,86,4,7
Kotak Mahindra Prime,3.9,1.6k,NBFC,Mumbai,5.3k,73,--,63
SHYAM METALICS AND ENERGY,3.4,1.6k,Metals & Mining,Kolkata,5.1k,159,128,51
Wockhardt,3.8,1.6k,Pharma,Chhatrapati Sambhajinagar,4.2k,67,29,183
Lumax Industries,3.9,1.6k,Auto Components,Pune,5.9k,109,40,131
KFC,4.0,1.6k,Hospitality,New Delhi,3.1k,89,--,148
Mercer,3.6,1.6k,Management Consulting,New Delhi,10k,99,--,209
Tata Consumer Products,3.5,1.6k,FMCG,Bengaluru,6.4k,106,2,93
Amul India,4.0,1.6k,Hospitality,Ahmedabad,4.3k,165,--,12
PharmEasy,3.7,1.6k,Internet,Bengaluru,6.4k,122,4,148
Bisleri,4.2,1.6k,Beverage,Mumbai,4.5k,129,18,139
IFB,3.5,1.6k,Consumer Electronics & Appliances,Bengaluru,5.6k,126,23,61
Marriott International,4.1,1.6k,Hospitality,Bengaluru,4.7k,108,1.9k,186
Muthoot Microfin,4.2,1.6k,NBFC,Kochi,2.6k,86,11,67
Gujarat Fluorochemicals,3.9,1.6k,Chemicals,Bharuch,6.8k,111,7,132
Karur Vysya Bank,3.5,1.6k,Banking,Chennai,5.1k,112,13,63
Patra India,3.5,1.6k,BPO,Visakhapatnam,6.4k,123,1,85
Bajaj Capital,3.5,1.6k,Financial Services,New Delhi,3.9k,170,110,98
